AgeGroup,Gender,Location,Employment,Income,Education,LegalIssue,LegalFrequency,UrgencyScore,FindLawyerMethod,MainDifficulty,TimeToFindLawyer,Satisfaction,AppInterest,PreferredConsultation,PayLikelihood,ConsultBudget,SubscriptionInterest,SubscriptionBudget,TrustFactor,AITrust,NPS
25-34,Male,Ulaanbaatar,Employee,<1M,HighSchool,Other,SeveralPerYear,5,OnlineSearch,HighCost,SeveralDays,1,Yes,Chat,3,50k-100k,Maybe,20k-50k,Reviews,Maybe,8
25-34,Female,Other City,Employee,1M-2M,HighSchool,Divorce,Yearly,2,OnlineSearch,ComplexProcess,SeveralDays,5,Yes,Video,1,30k-50k,No,50k-100k,Reviews,Maybe,10
18-24,Female,Other City,Student,6M+,Bachelor,Divorce,Once,2,OnlineSearch,SlowResponse,<1hr,3,Yes,Video,4,30k-50k,Yes,50k-100k,GovPartnership,Yes,8
18-24,Female,Other City,Unemployed,1M-2M,Bachelor,Immigration,Once,1,SocialMedia,ComplexProcess,SameDay,4,No,Chat,1,10k-30k,Yes,50k-100k,TransparentPricing,No,7
45-54,Male,Ulaanbaatar,Employee,<1M,Bachelor,Business,Once,2,PersonalContact,Transparency,SeveralDays,3,Yes,InPerson,4,50k-100k,No,50k-100k,TransparentPricing,No,8
25-34,Female,Ulaanbaatar,Business Owner,<1M,Master,Divorce,FewYears,1,OnlineSearch,ComplexProcess,SameDay,5,Yes,Video,3,10k-30k,Yes,<20k,GovPartnership,Maybe,4
25-34,Female,Other City,Employee,1M-2M,Bachelor,Criminal,SeveralPerYear,2,PersonalContact,ComplexProcess,SeveralDays,5,No,Chat,1,10k-30k,Yes,<20k,GovPartnership,Yes,9
35-44,Female,Rural,Employee,2M-4M,Bachelor,Business,Yearly,3,PersonalContact,HighCost,SeveralDays,2,Yes,Chat,3,10k-30k,Yes,20k-50k,GovPartnership,Maybe,5
35-44,Male,Other City,Unemployed,1M-2M,Bachelor,Labor,Once,5,OnlineSearch,HighCost,SameDay,2,Yes,Chat,1,Free,Maybe,50k-100k,TransparentPricing,Yes,0
18-24,Male,Other City,Unemployed,1M-2M,Bachelor,Immigration,FewYears,2,GovAid,HighCost,Week+,5,Yes,Chat,3,30k-50k,Yes,50k-100k,Reviews,Yes,1
35-44,Female,Ulaanbaatar,Student,<1M,Master,Business,FewYears,2,PersonalContact,TrustIssue,SeveralDays,1,Maybe,Phone,5,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,2
35-44,Male,Other City,Employee,2M-4M,Bachelor,Criminal,FewYears,5,PersonalContact,Transparency,SameDay,2,Yes,Chat,1,50k-100k,No,20k-50k,GovPartnership,No,1
18-24,Male,Rural,Student,1M-2M,Master,Divorce,Once,1,PersonalContact,ComplexProcess,SameDay,4,Maybe,Video,5,10k-30k,Maybe,50k-100k,Reviews,Maybe,3
35-44,Male,Ulaanbaatar,Business Owner,<1M,HighSchool,Criminal,Once,1,OnlineSearch,TrustIssue,Week+,2,No,Video,5,50k-100k,No,100k+,TransparentPricing,No,3
18-24,Male,Ulaanbaatar,Employee,1M-2M,Doctorate,Business,FewYears,5,OnlineSearch,Transparency,SameDay,5,Yes,Chat,3,10k-30k,Yes,20k-50k,GovPartnership,Maybe,9
18-24,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Labor,Once,1,PersonalContact,TrustIssue,SameDay,5,Yes,Chat,4,30k-50k,Yes,20k-50k,GovPartnership,Yes,7
35-44,Female,Ulaanbaatar,Business Owner,2M-4M,Master,Labor,Once,4,LawFirm,ComplexProcess,<1hr,2,Yes,Chat,5,50k-100k,Maybe,<20k,SecurePayments,Maybe,7
18-24,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Labor,Yearly,2,SocialMedia,SlowResponse,SameDay,4,Yes,Video,2,50k-100k,Yes,20k-50k,SecurePayments,Yes,1
35-44,Female,Ulaanbaatar,Employee,4M-6M,Bachelor,Business,Once,3,PersonalContact,HighCost,<1hr,3,Yes,Chat,2,Free,Maybe,<20k,VerifiedLawyers,No,0
45-54,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Business,Once,1,LawFirm,Transparency,<1hr,4,Yes,Video,5,10k-30k,No,20k-50k,GovPartnership,No,6
35-44,Male,Other City,Student,<1M,HighSchool,Immigration,Once,3,LawFirm,SlowResponse,SeveralDays,4,Yes,Chat,5,30k-50k,No,20k-50k,VerifiedLawyers,Yes,0
25-34,Male,Other City,Freelancer,1M-2M,Doctorate,Property,Once,3,LawFirm,Transparency,<1hr,5,Yes,Video,2,10k-30k,Maybe,20k-50k,TransparentPricing,No,6
25-34,Male,Other City,Unemployed,<1M,Master,Other,SeveralPerYear,3,SocialMedia,Transparency,Week+,3,No,Chat,1,30k-50k,Maybe,<20k,SecurePayments,Yes,0
35-44,Other,Ulaanbaatar,Freelancer,1M-2M,Bachelor,Property,FewYears,3,OnlineSearch,SlowResponse,SeveralDays,3,Maybe,Chat,4,50k-100k,Maybe,50k-100k,Reviews,Yes,8
25-34,Male,Ulaanbaatar,Freelancer,Unknown,Bachelor,Divorce,FewYears,1,OnlineSearch,SlowResponse,SameDay,5,No,Chat,1,10k-30k,Yes,50k-100k,TransparentPricing,Maybe,2
18-24,Female,Ulaanbaatar,Employee,Unknown,Bachelor,Divorce,FewYears,5,LawFirm,SlowResponse,SameDay,5,Maybe,Phone,3,30k-50k,No,50k-100k,SecurePayments,Maybe,6
25-34,Male,Rural,Employee,6M+,Bachelor,Divorce,FewYears,3,OnlineSearch,HighCost,SeveralDays,3,Maybe,InPerson,5,Free,Yes,<20k,GovPartnership,Yes,9
35-44,Male,Rural,Employee,<1M,Bachelor,Business,FewYears,1,OnlineSearch,SlowResponse,SameDay,2,Yes,Chat,2,30k-50k,Yes,<20k,Reviews,Maybe,10
25-34,Male,Rural,Business Owner,2M-4M,Bachelor,Labor,Once,1,PersonalContact,HighCost,Week+,1,Yes,InPerson,4,30k-50k,Yes,20k-50k,TransparentPricing,No,6
45-54,Male,Other City,Business Owner,1M-2M,Bachelor,Labor,Once,2,OnlineSearch,TrustIssue,SameDay,4,Yes,Chat,3,100k+,Maybe,<20k,Reviews,Maybe,6
35-44,Male,Other City,Student,1M-2M,Bachelor,Labor,SeveralPerYear,1,PersonalContact,Transparency,<1hr,1,Yes,Chat,4,30k-50k,Maybe,<20k,VerifiedLawyers,Maybe,3
25-34,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,Once,2,PersonalContact,HighCost,SameDay,3,Maybe,Chat,5,10k-30k,No,<20k,GovPartnership,No,8
35-44,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Immigration,Once,5,LawFirm,ComplexProcess,SeveralDays,4,Yes,Video,2,100k+,No,50k-100k,TransparentPricing,Maybe,1
18-24,Male,Other City,Employee,<1M,Master,Divorce,Once,2,LawFirm,Transparency,SeveralDays,5,No,Chat,1,50k-100k,Yes,50k-100k,VerifiedLawyers,Maybe,1
45-54,Female,Ulaanbaatar,Employee,2M-4M,Master,Business,Once,2,OnlineSearch,SlowResponse,Week+,5,No,InPerson,4,30k-50k,No,20k-50k,GovPartnership,No,2
35-44,Female,Ulaanbaatar,Business Owner,4M-6M,Master,Criminal,FewYears,4,LawFirm,TrustIssue,Week+,5,Maybe,Video,2,30k-50k,Maybe,20k-50k,Reviews,Yes,2
45-54,Female,Ulaanbaatar,Employee,2M-4M,Master,Property,Once,2,PersonalContact,Transparency,<1hr,5,Maybe,Chat,2,30k-50k,No,20k-50k,GovPartnership,Maybe,9
18-24,Other,Ulaanbaatar,Employee,1M-2M,Master,Other,FewYears,3,LawFirm,HighCost,SameDay,1,Maybe,Chat,1,50k-100k,Yes,20k-50k,TransparentPricing,Maybe,9
18-24,Female,Ulaanbaatar,Freelancer,1M-2M,Master,Other,Yearly,3,OnlineSearch,HighCost,SameDay,5,Maybe,InPerson,2,Free,Maybe,<20k,TransparentPricing,Maybe,5
18-24,Male,Ulaanbaatar,Employee,<1M,HighSchool,Labor,Yearly,4,OnlineSearch,ComplexProcess,SameDay,4,Maybe,Chat,2,100k+,Yes,<20k,VerifiedLawyers,Maybe,1
25-34,Male,Ulaanbaatar,Freelancer,<1M,HighSchool,Divorce,FewYears,2,PersonalContact,ComplexProcess,SameDay,1,Yes,InPerson,2,10k-30k,Maybe,50k-100k,GovPartnership,Yes,9
25-34,Other,Other City,Freelancer,1M-2M,Bachelor,Immigration,FewYears,3,PersonalContact,TrustIssue,<1hr,4,Maybe,Chat,4,30k-50k,No,20k-50k,TransparentPricing,Yes,7
25-34,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Criminal,Once,1,PersonalContact,TrustIssue,Week+,5,Yes,Chat,5,100k+,Yes,50k-100k,VerifiedLawyers,Maybe,1
18-24,Female,Ulaanbaatar,Freelancer,1M-2M,HighSchool,Property,FewYears,4,OnlineSearch,HighCost,Week+,1,Yes,Chat,1,100k+,Yes,20k-50k,SecurePayments,Maybe,7
18-24,Male,Rural,Employee,2M-4M,Bachelor,Business,Once,4,PersonalContact,HighCost,SeveralDays,3,Maybe,Chat,5,50k-100k,Yes,20k-50k,SecurePayments,Yes,9
35-44,Male,Other City,Unemployed,6M+,Master,Criminal,FewYears,4,OnlineSearch,ComplexProcess,SameDay,2,Yes,InPerson,5,50k-100k,No,20k-50k,VerifiedLawyers,Maybe,2
25-34,Female,Ulaanbaatar,Business Owner,6M+,Bachelor,Property,FewYears,4,OnlineSearch,TrustIssue,<1hr,1,Yes,Chat,1,10k-30k,Maybe,<20k,TransparentPricing,Yes,7
35-44,Other,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Business,SeveralPerYear,4,LawFirm,HighCost,<1hr,1,Yes,Chat,2,30k-50k,Maybe,50k-100k,TransparentPricing,Maybe,0
18-24,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Criminal,Yearly,4,GovAid,Transparency,SeveralDays,2,Yes,Video,3,30k-50k,Yes,20k-50k,GovPartnership,No,2
25-34,Male,Rural,Unemployed,<1M,Doctorate,Labor,Once,3,LawFirm,SlowResponse,Week+,4,Yes,Video,3,10k-30k,Maybe,<20k,TransparentPricing,Yes,6
45-54,Male,Other City,Business Owner,1M-2M,Bachelor,Divorce,FewYears,5,LawFirm,TrustIssue,Week+,1,Maybe,Chat,5,10k-30k,No,<20k,TransparentPricing,Maybe,10
25-34,Female,Rural,Employee,2M-4M,Bachelor,Divorce,Once,5,LawFirm,ComplexProcess,SameDay,1,Yes,Video,4,10k-30k,No,<20k,Reviews,Yes,4
18-24,Female,Ulaanbaatar,Student,4M-6M,Master,Property,SeveralPerYear,2,PersonalContact,ComplexProcess,SeveralDays,3,Yes,Phone,4,10k-30k,Maybe,20k-50k,SecurePayments,No,2
35-44,Male,Ulaanbaatar,Unemployed,<1M,Master,Divorce,Once,1,GovAid,TrustIssue,Week+,4,Yes,InPerson,4,30k-50k,Maybe,20k-50k,VerifiedLawyers,Yes,4
25-34,Female,Ulaanbaatar,Freelancer,1M-2M,Bachelor,Divorce,Yearly,2,LawFirm,HighCost,SeveralDays,4,No,Phone,3,50k-100k,Maybe,100k+,SecurePayments,Maybe,7
35-44,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Immigration,FewYears,5,LawFirm,Transparency,Week+,5,Yes,InPerson,3,10k-30k,No,<20k,VerifiedLawyers,No,5
18-24,Female,Ulaanbaatar,Employee,2M-4M,Master,Divorce,Yearly,3,OnlineSearch,Transparency,SeveralDays,2,Yes,Chat,5,Free,Yes,100k+,TransparentPricing,Maybe,3
25-34,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,SeveralPerYear,1,LawFirm,HighCost,SeveralDays,2,Maybe,Chat,5,50k-100k,Yes,<20k,SecurePayments,Maybe,0
18-24,Female,Ulaanbaatar,Freelancer,6M+,HighSchool,Business,SeveralPerYear,1,PersonalContact,HighCost,SeveralDays,4,Maybe,Video,1,10k-30k,Maybe,20k-50k,TransparentPricing,Yes,4
35-44,Male,Ulaanbaatar,Unemployed,<1M,Bachelor,Property,FewYears,5,OnlineSearch,TrustIssue,SeveralDays,3,Yes,Chat,5,30k-50k,Yes,50k-100k,Reviews,No,10
25-34,Female,Other City,Employee,2M-4M,Bachelor,Property,SeveralPerYear,4,OnlineSearch,TrustIssue,<1hr,5,Maybe,Chat,3,Free,Yes,<20k,SecurePayments,Maybe,8
18-24,Male,Ulaanbaatar,Employee,4M-6M,Bachelor,Business,Once,1,PersonalContact,ComplexProcess,SeveralDays,2,Maybe,Phone,2,30k-50k,No,20k-50k,TransparentPricing,Yes,4
25-34,Male,Ulaanbaatar,Student,4M-6M,Bachelor,Divorce,Yearly,5,OnlineSearch,TrustIssue,SameDay,2,Yes,Video,2,Free,Maybe,100k+,VerifiedLawyers,Yes,3
18-24,Female,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Labor,FewYears,3,OnlineSearch,ComplexProcess,SameDay,2,Yes,Video,3,10k-30k,Yes,20k-50k,VerifiedLawyers,Yes,1
25-34,Male,Rural,Unemployed,2M-4M,Doctorate,Labor,FewYears,5,PersonalContact,Transparency,<1hr,1,Maybe,Chat,4,50k-100k,No,<20k,TransparentPricing,Yes,5
55+,Male,Ulaanbaatar,Business Owner,<1M,Bachelor,Business,Yearly,1,LawFirm,SlowResponse,SeveralDays,4,Maybe,Phone,4,30k-50k,Maybe,<20k,TransparentPricing,Maybe,6
35-44,Male,Other City,Employee,2M-4M,Bachelor,Labor,Once,5,PersonalContact,Transparency,SameDay,1,Maybe,Video,5,10k-30k,Maybe,20k-50k,SecurePayments,Yes,0
25-34,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,SeveralPerYear,1,PersonalContact,ComplexProcess,SeveralDays,4,No,Phone,2,10k-30k,Maybe,20k-50k,Reviews,Maybe,8
18-24,Male,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Business,Once,4,LawFirm,HighCost,SameDay,2,Yes,Chat,2,10k-30k,Maybe,20k-50k,TransparentPricing,Yes,6
35-44,Female,Ulaanbaatar,Student,4M-6M,Bachelor,Immigration,Once,2,OnlineSearch,Transparency,SeveralDays,1,Yes,Chat,3,30k-50k,No,<20k,Reviews,Yes,5
35-44,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Divorce,Once,4,OnlineSearch,Transparency,SeveralDays,2,Yes,Video,3,50k-100k,Maybe,20k-50k,GovPartnership,Yes,1
18-24,Female,Ulaanbaatar,Employee,<1M,Bachelor,Property,Once,5,LawFirm,TrustIssue,<1hr,5,Maybe,Video,3,30k-50k,No,100k+,Reviews,Yes,0
35-44,Male,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Divorce,Once,2,OnlineSearch,ComplexProcess,SameDay,2,Maybe,Video,2,Free,Maybe,<20k,TransparentPricing,Maybe,0
25-34,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,FewYears,5,PersonalContact,Transparency,SameDay,1,Yes,Phone,2,10k-30k,Yes,20k-50k,TransparentPricing,Yes,4
25-34,Female,Ulaanbaatar,Employee,<1M,HighSchool,Business,Yearly,1,PersonalContact,SlowResponse,<1hr,5,Yes,Video,2,10k-30k,No,20k-50k,VerifiedLawyers,Yes,4
35-44,Female,Ulaanbaatar,Employee,<1M,Doctorate,Business,Once,4,OnlineSearch,SlowResponse,Week+,4,Yes,InPerson,5,30k-50k,Yes,<20k,TransparentPricing,Maybe,6
25-34,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Criminal,Once,2,GovAid,ComplexProcess,SameDay,4,Yes,Chat,3,10k-30k,Maybe,20k-50k,Reviews,No,0
25-34,Female,Other City,Student,4M-6M,Master,Labor,Once,2,PersonalContact,ComplexProcess,SameDay,2,Yes,Chat,3,30k-50k,No,<20k,VerifiedLawyers,Yes,10
18-24,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Criminal,FewYears,1,GovAid,SlowResponse,SeveralDays,3,No,InPerson,1,50k-100k,No,20k-50k,TransparentPricing,No,1
25-34,Male,Ulaanbaatar,Unemployed,2M-4M,HighSchool,Divorce,SeveralPerYear,2,GovAid,Transparency,SeveralDays,4,No,Chat,1,30k-50k,Maybe,20k-50k,TransparentPricing,No,5
45-54,Female,Ulaanbaatar,Freelancer,2M-4M,Bachelor,Other,FewYears,5,PersonalContact,Transparency,Week+,1,No,Phone,3,30k-50k,Yes,50k-100k,TransparentPricing,Maybe,6
18-24,Male,Ulaanbaatar,Employee,2M-4M,Master,Business,Yearly,5,OnlineSearch,TrustIssue,<1hr,2,No,Chat,1,10k-30k,Maybe,<20k,TransparentPricing,No,5
25-34,Male,Ulaanbaatar,Business Owner,2M-4M,HighSchool,Labor,FewYears,3,OnlineSearch,HighCost,Week+,4,Yes,Chat,5,30k-50k,No,50k-100k,TransparentPricing,No,1
55+,Male,Ulaanbaatar,Employee,1M-2M,Master,Business,FewYears,2,PersonalContact,TrustIssue,SeveralDays,4,Maybe,InPerson,5,10k-30k,Yes,100k+,SecurePayments,Yes,8
18-24,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,FewYears,4,PersonalContact,SlowResponse,SameDay,3,Maybe,Chat,2,10k-30k,Yes,20k-50k,VerifiedLawyers,Yes,9
45-54,Male,Other City,Freelancer,2M-4M,Master,Business,Once,3,OnlineSearch,TrustIssue,<1hr,4,Yes,InPerson,2,50k-100k,Yes,<20k,TransparentPricing,No,9
45-54,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,FewYears,2,PersonalContact,SlowResponse,SameDay,4,Yes,Chat,5,10k-30k,Yes,<20k,TransparentPricing,Maybe,2
18-24,Male,Other City,Student,2M-4M,HighSchool,Divorce,Yearly,4,GovAid,ComplexProcess,Week+,3,Yes,InPerson,1,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,8
25-34,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Labor,Once,2,PersonalContact,SlowResponse,SameDay,5,Yes,Phone,4,10k-30k,Maybe,20k-50k,TransparentPricing,No,1
25-34,Male,Ulaanbaatar,Business Owner,<1M,Bachelor,Divorce,FewYears,3,SocialMedia,HighCost,<1hr,5,Yes,Phone,5,10k-30k,Yes,100k+,SecurePayments,Maybe,7
18-24,Male,Other City,Freelancer,4M-6M,HighSchool,Divorce,SeveralPerYear,4,OnlineSearch,HighCost,SameDay,3,Yes,Phone,3,30k-50k,No,<20k,VerifiedLawyers,Maybe,9
18-24,Male,Ulaanbaatar,Employee,6M+,Bachelor,Divorce,FewYears,1,SocialMedia,Transparency,SeveralDays,2,Maybe,Chat,1,30k-50k,Maybe,50k-100k,VerifiedLawyers,Yes,10
18-24,Female,Rural,Employee,2M-4M,HighSchool,Labor,Once,5,LawFirm,HighCost,<1hr,2,No,InPerson,1,30k-50k,Yes,20k-50k,TransparentPricing,Yes,3
18-24,Female,Other City,Business Owner,2M-4M,Bachelor,Divorce,Yearly,5,GovAid,ComplexProcess,SeveralDays,5,Maybe,Video,3,30k-50k,Yes,100k+,SecurePayments,Yes,10
18-24,Male,Rural,Employee,<1M,HighSchool,Other,FewYears,2,OnlineSearch,HighCost,Week+,5,Yes,Video,1,30k-50k,Yes,<20k,SecurePayments,Maybe,1
35-44,Male,Ulaanbaatar,Student,<1M,Bachelor,Business,Yearly,3,OnlineSearch,HighCost,<1hr,4,Yes,Chat,1,50k-100k,Maybe,<20k,Reviews,Maybe,0
45-54,Male,Rural,Employee,4M-6M,HighSchool,Business,Yearly,4,LawFirm,SlowResponse,SeveralDays,2,Maybe,Phone,1,Free,Maybe,20k-50k,SecurePayments,No,2
18-24,Female,Ulaanbaatar,Employee,1M-2M,Master,Labor,Yearly,2,PersonalContact,TrustIssue,SameDay,4,Yes,Chat,4,50k-100k,Maybe,<20k,TransparentPricing,Maybe,7
18-24,Female,Ulaanbaatar,Business Owner,Unknown,Master,Property,Once,2,GovAid,TrustIssue,SameDay,5,Maybe,InPerson,5,30k-50k,Yes,<20k,Reviews,No,4
55+,Male,Ulaanbaatar,Employee,<1M,Bachelor,Other,FewYears,3,OnlineSearch,HighCost,SeveralDays,4,Yes,Chat,3,30k-50k,Yes,<20k,TransparentPricing,Yes,4
25-34,Male,Ulaanbaatar,Student,2M-4M,Bachelor,Criminal,Once,2,PersonalContact,SlowResponse,Week+,3,Yes,InPerson,1,50k-100k,Yes,100k+,Reviews,Maybe,7
25-34,Female,Rural,Employee,1M-2M,Bachelor,Business,Once,1,PersonalContact,ComplexProcess,SeveralDays,3,Yes,Chat,4,100k+,Maybe,20k-50k,GovPartnership,Yes,1
18-24,Male,Other City,Freelancer,1M-2M,Bachelor,Divorce,Yearly,2,PersonalContact,TrustIssue,SeveralDays,3,Yes,Phone,1,10k-30k,Yes,<20k,Reviews,No,9
25-34,Female,Other City,Employee,6M+,Bachelor,Labor,Once,2,PersonalContact,Transparency,SeveralDays,4,Maybe,Phone,1,30k-50k,No,100k+,SecurePayments,No,10
55+,Male,Ulaanbaatar,Employee,2M-4M,HighSchool,Other,Once,1,PersonalContact,SlowResponse,SeveralDays,3,Yes,Video,2,100k+,Yes,<20k,SecurePayments,Maybe,10
25-34,Female,Other City,Employee,2M-4M,Bachelor,Labor,FewYears,2,PersonalContact,Transparency,SameDay,3,Maybe,Chat,2,Free,Maybe,20k-50k,VerifiedLawyers,Maybe,0
18-24,Male,Other City,Student,2M-4M,Bachelor,Business,FewYears,2,OnlineSearch,Transparency,<1hr,5,Yes,Chat,2,50k-100k,No,20k-50k,SecurePayments,Maybe,8
25-34,Male,Other City,Student,2M-4M,HighSchool,Business,Once,4,OnlineSearch,SlowResponse,SeveralDays,3,Yes,InPerson,4,10k-30k,Yes,<20k,VerifiedLawyers,Yes,9
55+,Male,Ulaanbaatar,Employee,<1M,Bachelor,Divorce,Once,8,PersonalContact,Transparency,<1hr,4,Maybe,Chat,7,Free,Yes,20k-50k,SecurePayments,Maybe,9
25-34,Female,Ulaanbaatar,Student,4M-6M,HighSchool,Business,SeveralPerYear,1,OnlineSearch,HighCost,SeveralDays,2,Yes,Chat,1,30k-50k,Maybe,<20k,VerifiedLawyers,Maybe,0
35-44,Female,Ulaanbaatar,Freelancer,4M-6M,Bachelor,Business,Once,3,OnlineSearch,TrustIssue,Week+,3,No,Chat,5,50k-100k,Maybe,20k-50k,SecurePayments,No,0
35-44,Female,Other City,Employee,6M+,Bachelor,Other,Once,5,OnlineSearch,TrustIssue,Week+,2,No,Chat,4,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,10
18-24,Male,Other City,Unemployed,<1M,HighSchool,Property,Once,5,LawFirm,SlowResponse,SeveralDays,2,No,InPerson,5,30k-50k,Yes,<20k,VerifiedLawyers,Maybe,6
25-34,Male,Ulaanbaatar,Student,<1M,Bachelor,Divorce,Once,4,SocialMedia,HighCost,SameDay,2,No,Chat,5,30k-50k,Maybe,<20k,Reviews,Maybe,7
35-44,Female,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Labor,FewYears,3,SocialMedia,ComplexProcess,SameDay,1,Yes,Video,2,50k-100k,Maybe,100k+,VerifiedLawyers,Yes,4
25-34,Female,Ulaanbaatar,Employee,6M+,Bachelor,Divorce,FewYears,4,OnlineSearch,HighCost,<1hr,1,Yes,InPerson,2,30k-50k,No,<20k,TransparentPricing,Yes,7
18-24,Male,Ulaanbaatar,Unemployed,2M-4M,Master,Labor,FewYears,3,GovAid,HighCost,SameDay,4,Yes,Chat,4,30k-50k,Maybe,<20k,GovPartnership,Maybe,5
55+,Female,Ulaanbaatar,Employee,6M+,Doctorate,Other,SeveralPerYear,4,SocialMedia,Transparency,SeveralDays,1,Yes,Chat,1,100k+,Yes,<20k,SecurePayments,Yes,5
25-34,Female,Other City,Business Owner,1M-2M,Doctorate,Immigration,Once,1,GovAid,TrustIssue,SameDay,3,Yes,Chat,2,30k-50k,Yes,100k+,VerifiedLawyers,No,7
45-54,Male,Rural,Student,<1M,HighSchool,Immigration,FewYears,0,OnlineSearch,Transparency,Week+,1,Maybe,Chat,0,10k-30k,No,50k-100k,GovPartnership,Maybe,1
18-24,Male,Ulaanbaatar,Employee,4M-6M,Master,Immigration,Once,2,SocialMedia,TrustIssue,<1hr,2,Yes,Video,4,30k-50k,Yes,20k-50k,VerifiedLawyers,Yes,1
18-24,Male,Other City,Business Owner,<1M,HighSchool,Property,Yearly,3,PersonalContact,TrustIssue,SeveralDays,5,Maybe,Chat,5,50k-100k,Yes,<20k,Reviews,Maybe,7
25-34,Male,Ulaanbaatar,Employee,2M-4M,HighSchool,Divorce,Once,4,PersonalContact,SlowResponse,<1hr,3,Yes,Video,3,50k-100k,Maybe,20k-50k,SecurePayments,Maybe,2
18-24,Male,Ulaanbaatar,Business Owner,2M-4M,HighSchool,Property,SeveralPerYear,4,GovAid,ComplexProcess,Week+,4,Yes,Chat,5,50k-100k,Yes,<20k,TransparentPricing,Maybe,1
55+,Female,Other City,Business Owner,<1M,Master,Divorce,Once,5,GovAid,HighCost,SeveralDays,2,Yes,Chat,5,10k-30k,No,100k+,TransparentPricing,Maybe,8
18-24,Female,Ulaanbaatar,Student,4M-6M,HighSchool,Property,Once,1,LawFirm,TrustIssue,SameDay,4,Yes,Phone,1,30k-50k,Maybe,50k-100k,GovPartnership,No,1
25-34,Male,Rural,Student,4M-6M,Bachelor,Immigration,Once,5,LawFirm,HighCost,Week+,3,Yes,InPerson,3,100k+,Maybe,<20k,TransparentPricing,Yes,3
18-24,Other,Rural,Student,6M+,Bachelor,Divorce,FewYears,4,PersonalContact,TrustIssue,Week+,3,No,Chat,4,10k-30k,Yes,50k-100k,GovPartnership,Maybe,6
18-24,Male,Ulaanbaatar,Student,4M-6M,Bachelor,Criminal,SeveralPerYear,5,PersonalContact,Transparency,SeveralDays,5,Yes,Chat,1,10k-30k,Maybe,20k-50k,SecurePayments,Yes,4
18-24,Male,Rural,Employee,1M-2M,Bachelor,Criminal,Yearly,2,GovAid,ComplexProcess,SeveralDays,1,Yes,Chat,1,Free,No,20k-50k,VerifiedLawyers,No,6
18-24,Female,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Criminal,Once,1,LawFirm,HighCost,SameDay,1,Maybe,InPerson,2,10k-30k,Maybe,50k-100k,TransparentPricing,Maybe,8
25-34,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Other,Once,1,LawFirm,ComplexProcess,Week+,2,Yes,InPerson,2,10k-30k,Maybe,20k-50k,TransparentPricing,Maybe,2
18-24,Male,Other City,Student,1M-2M,Bachelor,Labor,Yearly,2,PersonalContact,Transparency,SeveralDays,4,Yes,Video,4,50k-100k,Maybe,100k+,GovPartnership,Yes,10
25-34,Male,Other City,Employee,2M-4M,Bachelor,Immigration,Yearly,3,SocialMedia,SlowResponse,SeveralDays,5,Yes,InPerson,5,30k-50k,Yes,<20k,VerifiedLawyers,Maybe,7
18-24,Male,Ulaanbaatar,Unemployed,4M-6M,HighSchool,Labor,FewYears,2,PersonalContact,ComplexProcess,SameDay,3,Yes,Phone,4,50k-100k,Maybe,<20k,TransparentPricing,No,4
25-34,Male,Ulaanbaatar,Student,<1M,Doctorate,Divorce,Once,3,LawFirm,HighCost,Week+,1,No,Video,3,10k-30k,No,20k-50k,GovPartnership,No,10
25-34,Male,Ulaanbaatar,Employee,4M-6M,Bachelor,Divorce,Once,3,PersonalContact,Transparency,<1hr,5,Yes,Chat,1,30k-50k,Maybe,<20k,Reviews,Yes,4
18-24,Female,Ulaanbaatar,Student,1M-2M,Bachelor,Business,Once,3,PersonalContact,SlowResponse,SameDay,5,Yes,Phone,1,10k-30k,Maybe,<20k,GovPartnership,Yes,3
25-34,Male,Ulaanbaatar,Student,<1M,Bachelor,Labor,FewYears,1,OnlineSearch,Transparency,Week+,1,Maybe,InPerson,4,10k-30k,No,50k-100k,VerifiedLawyers,Maybe,4
